496586299
TDRD7,5.040473016,6.34068709
CHRNE,0.963055556,0.710179957
ZNF181,2.591265721,2.906837328
ALG6,2.678614455,1.982970779
FAM13A,3.029498026,0.448463416
POLR2G,8.998180241,22.33167233
COL27A1,0.685324638,0.202308127
SPTBN2,9.006533738,26.60765954
ZNF616,1.080795635,1.534802301
MT2A,56.84386219,4.595630997
ZBED4,1.019198923,0.912562
CBLB,3.176527127,1.530273421
MEIS3,4.239060968,12.63730072
GOT1L1,0.106356544,0.103136499
RP11-321M21.3,0.109553331,0.1
UGT1A4,0.105206461,0.118152398
FAM25G,0.107776301,0.203819419
AC006156.1,0.104572676,0.143224698
USP17L27,0.100344154,0.1
UTP14C,0.207214846,0.1
RP11-322E11.6,0.114905154,0.1
AGXT,0.202490803,0.1
GAD2,0.144651041,0.385222441
TEX33,0.101936559,0.1
AC013269.5,0.103522385,0.129762
TMEM202,0.102735077,0.1
SPATA31D1,0.103205591,0.107581195
RP11-521M14.2,0.118681538,0.1
PROL1,0.105405401,0.135677883
AC005008.2,0.102169756,0.1
APOC4,0.101106156,0.1
PRAC1,0.109996769,0.1
HOXC12,0.108009692,0.1
APOA4,0.106027308,0.153201
AL589739.1,0.112778077,0.1
ELSPBP1,0.103752032,0.120593697
C10orf126,0.102293538,0.103205
USP17L18,0.118234154,0.1
LCE1E,0.105247356,0.145153395
RP11-1C1.5,0.102403778,0.1
T,0.10412517,0.121501476
AC000003.2,0.122644231,0.1
ZIC2,0.105435767,0.105922774
AC079341.1,0.117674923,0.1
RP11-723G8.2,0.104760914,0.1
CELF6,0.185271923,0.1
USP17L25,0.100472,0.1
ZXDB,0.804456077,0.1
OR52E8,0.111190846,0.1
KRT76,0.101252385,0.116326
KRT6C,0.101523044,0.118877136
BPIFB6,0.101944016,0.108661879
DEFB4A,0.104457769,0.201314
TCEB3CL2,0.106269,0.1
OR10P1,0.104532538,0.1
DPPA2,0.100230462,0.102168
BSPH1,0.101016385,0.156635
LACTBL1,0.101387231,0.1
KRT33A,0.104256385,0.1
AC004817.1,0.105949692,0.1
SCGB2A2,0.10208145,0.125167619
KRTAP5-4,0.101909308,0.1
HIST3H3,0.107464846,0.1
EBLN1,0.102271462,0.1
HIST1H2BL,0.966869,0.1
OR5P2,0.103833231,0.1
AC011308.1,0.104308538,0.1
OR2G6,0.103422846,0.137277
OMP,0.110448231,0.1
AC005493.1,0.103794154,0.15431
AC073063.1,0.100168,0.102556
DEFB110,0.102214985,0.202163929
DEFB128,0.105978154,0.138789
GABRA4,0.182155474,0.1
HIST1H4D,152.2188472,0.1
CCDC179,0.140707697,0.105116916
GPR112,0.10826044,0.120431755
C10orf67,0.185552922,0.133209169
ZPLD1,0.179385803,0.165366186
C14orf178,0.179589339,0.666758449
RP11-45M22.4,0.129641692,0.102006
CLEC12B,0.151696116,0.171876815
ABCA12,0.422156637,0.152950287
AC010441.1,11.14451,0.156551
CTXN1,2.360344846,4.042999
C11orf87,0.410181308,2.986428
FGF17,0.471841856,0.260464215
ADAM18,0.10335439,0.106891799
C8B,0.109247757,0.147281862
TGIF2LX,0.134374165,0.140195838
MC5R,0.111415569,0.1
GAGE2B,0.269431923,0.277105
SMYD1,0.107022005,0.105965276
TUBB3,0.444444462,0.315372
ACER1,0.124745615,0.1
AC008271.1,0.112509348,0.107106097
SLC38A8,0.106588915,0.107882516
GPR62,0.209282462,0.1
AC011366.3,0.119457923,0.1
MNX1,0.154217526,0.111836278
FSCB,0.120296154,0.1
FAM46D,0.1101335,0.104271235
SFN,0.140377385,0.174241
ZNF709,0.115986308,0.120029
FKSG52,0.224055385,0.192457
TMEM114,0.175258924,0.1
PSG5,0.11675385,0.100041832
USP17L29,0.108388462,0.101227
AC007405.2,0.137506,0.1
HSFY2,0.134382979,0.104298349
LINC00955,0.13237689,0.150101635
OR13C5,0.136790769,0.151497
ZNF804B,0.144963923,0.1
SCEL,0.235144744,0.126072664
AP001094.1,0.193366154,0.1
EDN3,0.404560024,0.114617884
CSNK2B-LY6G5B-1181,1.36507379,0.1
SLURP1,0.164517308,0.14147
TMEM31,0.186308308,0.187731
MAFB,16.01707123,4.538363
CD1B,0.325187845,0.238686308
ABCB11,0.16588261,0.14708163
CEACAM6,0.254424008,0.138465269
C4orf51,0.138207485,0.116104215
MMP3,0.133913915,0.121863953
TNS4,0.134149351,0.106170563
CEBPA,13.40949408,1.73864
RP11-212D19.4,0.137900077,0.1
FCER2,0.40966829,0.18579489
RETN,0.594396923,0.176076
CTRC,0.119862548,0.113722797
CPB1,0.591910746,0.103514465
ZNF99,0.175449423,0.179854865
ZNF628,0.215797124,0.404564
DIRAS1,1.588626489,0.1
SLC28A3,0.171276788,0.15264394
ELANE,1.293406604,0.135803
NUDT11,0.955329846,10.485002
SP7,0.15421496,0.229609378
EFNA2,0.632166538,0.950975
RP11-763F8.1,0.715968,0.952583
C6orf195,0.201646923,0.180005
PCDH11X,0.273627185,0.169967536
HMX1,0.795300062,2.434530385
RNASE2,1.521601308,0.151792
CLEC4G,0.250166991,0.30049455
NXNL2,0.200312152,0.318234761
IER2,0.92858053,0.123168239
GP1BA,0.359280615,0.456783
DRD2,1.844220887,3.697831415
SAR1A,9.988949857,5.666786369
